PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_MATURITYLEVEL;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_CLOUDAPPLICABILITY;REQUIREMENTS_ATTRIBUTES_MITIGATEDTHREATS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_REFERENCES;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;eu-west-1;2026-09-13 17:05:55.304157;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:eu-west-1:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;eu-west-1;2026-09-13 17:05:55.304157;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:eu-west-1:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;sa-east-1;2026-09-13 17:05:55.304157;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:sa-east-1:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;sa-east-1;2026-09-13 17:05:55.304157;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:sa-east-1:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;us-east-1;2026-09-13 17:05:55.304157;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:us-east-1:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;us-east-1;2026-09-13 17:05:55.304157;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:us-east-1:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;us-east-2;2026-09-13 17:05:55.304157;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:us-east-2:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;us-east-2;2026-09-13 17:05:55.304157;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:us-east-2:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;us-west-1;2026-09-13 17:05:55.304157;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:us-west-1:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;us-west-1;2026-09-13 17:05:55.304157;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:us-west-1:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;us-west-2;2026-09-13 17:05:55.304157;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:us-west-2:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;987292390922;us-west-2;2026-09-13 17:05:55.304157;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 987292390922 is disabled.;arn:aws:config:us-west-2:987292390922:recorder;987292390922;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-1.4;A vulnerability scanner is used at least weekly to identify missing patches or updates for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products.;1 Patch applications;ML1;Manual;non-applicable;Endpoint application exploitation;This clause targets endpoint-resident applications (Office, browsers, email, PDF, security products). AWS infrastructure scans cannot evidence endpoint vulnerability scanning.;Endpoint applications are major attack vectors but live outside AWS infrastructure scope.;Evidence must come from endpoint-management vulnerability scanners (e.g. Defender, Qualys, Tenable).;Run an endpoint vulnerability scanner with weekly cadence covering Office, browsers, email, PDF and security products.;Manual review of endpoint vulnerability scanning evidence.;ASD Essential Eight ML1 - Patch applications - clause 4. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-1.7;Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within two weeks of release.;1 Patch applications;ML1;Manual;non-applicable;Endpoint application exploitation;Endpoint-resident applications (Office, browsers, email clients, PDF, security products) are out of AWS infrastructure scope.;Same as 1.4 - this is endpoint-management territory.;Evidence must come from endpoint patch-management tooling.;Use endpoint patch-management (Intune, SCCM, third-party MDM) to enforce two-week SLA on these application classes.;Manual review of endpoint patch reports.;ASD Essential Eight ML1 - Patch applications - clause 7. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-1.9;Office productivity suites, web browsers and their extensions, email clients, PDF software, Adobe Flash Player, and security products that are no longer supported by vendors are removed.;1 Patch applications;ML1;Manual;non-applicable;Endpoint compromise via unsupported applications;Endpoint-resident applications. Out of AWS infrastructure scope.;Adobe Flash Player end-of-life is the canonical example - removal must be enforced at the endpoint.;Evidence must come from endpoint software inventory.;"Inventory endpoint applications; enforce removal of EOL software via endpoint management.";Manual review of endpoint inventory.;ASD Essential Eight ML1 - Patch applications - clause 9. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-3.2;Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation's sensitive data.;3 Multi-factor authentication;ML1;Manual;non-applicable;Third-party SaaS account compromise, Sensitive data leakage via SaaS;Third-party online services (SaaS providers, external platforms) are outside the AWS account. AWS infrastructure scans cannot evidence MFA enforcement on those services.;Third-party services are a major data-exfiltration vector.;Evidence must come from each third-party provider's IAM / SSO configuration.;Enforce MFA in the third-party service's identity provider or SSO upstream (e.g. via AWS IAM Identity Center or external IdP).;Manual review of third-party service IdP / SSO configuration.;ASD Essential Eight ML1 - Multi-factor authentication - clause 2. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
